Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
176,Weezing,Normal,110,♀,1993,131,12,15,14,91.1,32.0,32.0,,,,"2023-03-08 23:43","2023-03-08 23:43",2/27/2023,,,0,0,0,6000,,,,,,,,,99.34%,28,99.04%,334000,162,Weezing,Normal,0,,,,,,,,,
177,Ponyta,Normal,77,♂,934,89,10,15,12,82.2,20.0,20.0,,,,"2023-03-08 13:51","2023-03-08 13:51",3/4/2023,,,0,0,0,2500,92.14%,323,96.97%,11000,60,Rapidash,Normal,0,79.58%,837,96.99%,301000,298,Rapidash,Normal,0,,,,,,,,,
178,Ponyta,Normal,77,♀,933,88,13,11,11,77.8,20.0,20.0,,,,"2023-03-08 13:51","2023-03-08 13:51",3/5/2023,,,0,0,0,2500,81.22%,770,96.09%,11000,60,Rapidash,Normal,0,45.57%,2230,95.43%,301000,298,Rapidash,Normal,0,,,,,,,,,
179,Hitmonchan,,107,♂,1107,85,5,5,13,51.1,18.0,18.0,,,,"2023-03-07 11:57","2023-03-07 11:57",3/5/2023,,,0,0,0,2200,63.59%,1492,95.65%,33400,30,Hitmonchan,,0,64.76%,1444,95.01%,484400,256,Hitmonchan,,0,,,,,,,,,
180,Hitmontop,,237,♂,887,76,11,14,10,77.8,15.0,15.0,,,,"2023-03-07 11:56","2023-03-07 11:56",3/5/2023,,,0,0,0,1900,46.37%,2197,94.55%,52400,48,Hitmontop,,0,92.31%,316,94.36%,496400,268,Hitmontop,,0,,,,,,,,,
181,Hitmontop,,237,♂,889,76,12,11,11,75.6,15.0,15.0,,,,"2023-03-07 11:56","2023-03-07 11:56",3/5/2023,,,0,0,0,1900,30.04%,2866,93.77%,52400,48,Hitmontop,,0,92.26%,318,94.35%,496400,268,Hitmontop,,0,,,,,,,,,
182,Hitmontop,,237,♂,898,78,12,11,14,82.2,15.0,15.0,,,,"2023-03-07 11:56","2023-03-07 11:56",3/5/2023,,,0,0,0,1900,69.91%,1233,95.69%,52400,48,Hitmontop,,0,96.48%,145,95.87%,496400,268,Hitmontop,,0,,,,,,,,,
183,Hitmonlee,,106,♂,1840,102,11,9,13,73.3,26.0,26.0,,,,"2023-03-07 11:56","2023-03-07 11:56",3/5/2023,,,0,0,0,4000,,,,,,,,,51.92%,1970,95.82%,196000,214,Hitmonlee,,0,,,,,,,,,
184,Hitmontop,,237,♂,904,76,14,15,10,86.7,15.0,15.0,,,,"2023-03-07 11:56","2023-03-07 11:56",3/5/2023,,,0,0,0,1900,27.40%,2974,93.63%,48900,45,Hitmontop,,0,97.41%,107,96.34%,496400,268,Hitmontop,,0,,,,,,,,,
185,Hitmontop,,237,♂,897,76,14,10,11,77.8,15.0,15.0,,,,"2023-03-07 11:56","2023-03-07 11:56",3/5/2023,,,0,0,0,1900,42.08%,2373,94.35%,52400,48,Hitmontop,,0,94.14%,241,94.93%,496400,268,Hitmontop,,0,,,,,,,,,
186,Hitmonchan,,107,♂,854,68,14,1,1,35.6,14.0,14.0,,,,"2023-03-07 11:56","2023-03-07 11:56",3/5/2023,,,0,0,0,1600,11.11%,3641,92.91%,52100,49,Hitmonchan,,0,14.87%,3487,88.86%,499600,272,Hitmonchan,,0,,,,,,,,,
187,Hitmonchan,,107,♂,1392,93,5,4,9,40.0,23.0,23.0,,,,"2023-03-07 11:56","2023-03-07 11:56",3/5/2023,,,0,0,0,3500,53.77%,1894,95.17%,10500,9,Hitmonchan,,0,33.75%,2714,91.54%,458000,232,Hitmonchan,,0,,,,,,,,,
188,Hitmonchan,,107,♂,215,36,2,2,6,22.2,4.0,4.0,,,,"2023-03-07 11:56","2023-03-07 11:56",3/5/2023,,,0,0,0,400,80.76%,789,96.59%,78400,81,Hitmonchan,,0,9.40%,3711,87.79%,518400,298,Hitmonchan,,0,82.56%,715,95.17%,5600,9,Hitmonchan,,0,
189,Hitmonlee,,106,♂,1280,85,14,6,13,73.3,18.0,18.0,,,,"2023-03-07 11:56","2023-03-07 11:56",3/5/2023,,,0,0,0,2200,50.28%,2037,95.00%,14400,12,Hitmonlee,,0,28.03%,2948,94.91%,234400,256,Hitmonlee,,0,,,,,,,,,
190,Hitmontop,,237,♂,869,76,0,8,7,33.3,16.0,16.0,,,,"2023-03-07 11:56","2023-03-07 11:56",2/20/2023,,,0,0,0,1900,90.26%,400,97.07%,69100,62,Hitmontop,,0,21.51%,3215,84.91%,492600,264,Hitmontop,,0,,,,,,,,,
191,Hitmonchan,,107,♂,215,37,0,1,10,24.4,4.0,4.0,,,,"2023-03-07 11:56","2023-02-19 16:24",2/18/2023,,,0,0,0,400,96.63%,139,98.09%,78400,81,Hitmonchan,,0,13.41%,3547,88.62%,518400,298,Hitmonchan,,0,85.15%,609,95.43%,5600,9,Hitmonchan,,0,
192,Tyrogue,,236,♂,268,74,13,13,13,86.7,20.0,20.0,,,,"2023-03-07 11:56","2023-02-01 19:12",1/29/2023,,,0,0,0,2500,88.52%,471,97.12%,17000,41,Hitmonchan,,0,85.89%,579,96.77%,389000,273,Hitmonchan,,0,95.48%,186,95.72%,337000,248,Tyrogue,,0,
193,Hitmontop,,237,♂,1247,89,1,11,3,33.3,23.0,23.0,,,,"2023-03-07 11:56","2023-02-02 17:07",12/8/2022,,,0,0,3,3500,89.77%,420,97.02%,34500,30,Hitmontop,,0,13.89%,3527,83.73%,458000,232,Hitmontop,,0,,,,,,,,,
194,Hitmonlee,,106,♂,1668,93,13,8,6,60.0,24.0,24.0,Double Kick,Close Combat,,"2023-03-07 11:56","2023-02-22 17:21",12/6/2022,51.39kg,1.47m,0,0,0,3500,,,,,,,,,22.25%,3185,94.64%,243000,226,Hitmonlee,,0,,,,,,,,,
195,Gastly,,92,♂,1027,87,15,6,15,80.0,32.0,32.0,,,,"2023-03-06 22:43","2023-03-06 22:43",3/6/2023,,,0,0,0,6000,86.01%,574,89.02%,378000,162,Gastly,,0,39.85%,2464,95.33%,6000,131,Gengar,Normal,0,,,,,,,,,
196,Aggron,Normal,306,♀,2001,116,8,14,3,55.6,25.0,25.0,,,,"2023-03-06 13:31","2023-02-16 07:21",2/15/2023,,,0,0,0,4000,,,,,,,,,40.88%,2422,95.43%,66000,58,Aggron,Normal,0,,,,,,,,,
197,Aron,,304,♀,1127,112,14,10,14,84.4,32.0,32.0,,,,"2023-03-06 13:31","2023-02-22 01:16",2/21/2023,,,0,0,3,2500,97.34%,110,95.33%,378000,162,Aron,,0,98.29%,71,97.09%,378000,187,Lairon,,0,,,,,,,,,
198,Aron,,304,♂,485,73,15,15,15,100.0,13.0,13.0,,,,"2023-03-06 13:31","2023-02-19 16:11",2/19/2023,,,0,0,0,1600,100.00%,1,100%,502800,276,Aron,,0,42.47%,2357,95.50%,92800,211,Aggron,Normal,0,25.08%,3069,91.01%,0,0,Aron,,0,
199,Aron,,304,♀,341,64,5,11,15,68.9,10.0,10.0,,,,"2023-03-06 13:31","2023-03-06 13:31",3/4/2023,,,0,0,0,1000,99.12%,37,98.72%,27800,157,Aggron,Normal,0,92.45%,310,97.92%,126000,243,Aggron,Normal,0,93.16%,281,96.65%,12000,16,Aron,,0,
200,Swampert,Normal,260,♂,2061,157,12,12,11,77.8,25.0,25.0,Mud Shot,Hydro Cannon,,"2023-03-05 20:55","2023-02-22 17:21",12/3/2022,77.46kg,1.38m,0,0,0,4000,,,,,,,,,56.56%,1780,96.37%,49000,42,Swampert,Normal,0,,,,,,,,,
201,Tyranitar,,248,♀,2495,153,13,14,15,93.3,23.0,23.0,Iron Tail,Stone Edge,,"2023-03-05 20:54","2023-02-22 17:20",1/21/2023,73.42kg,1.51m,0,0,0,3500,,,,,,,,,84.00%,656,97.28%,0,0,Tyranitar,,0,,,,,,,,,
202,Magmar,,126,♂,1942,127,11,15,14,88.9,29.0,29.0,Karate Chop,,,"2023-03-05 20:53","2023-02-22 17:21",12/1/2022,52.44kg,1.47m,0,0,0,5000,,,,,,,,,90.40%,394,96.98%,272000,190,Magmar,,0,,,,,,,,,
203,Flaaffy,,180,♀,210,55,4,0,0,8.9,6.0,6.0,,,,"2023-03-05 18:57","2023-02-19 16:11",2/19/2023,,,0,0,0,600,13.26%,3553,93.25%,43900,148,Ampharos,Normal,0,31.60%,2802,95.53%,256400,379,Ampharos,Normal,0,68.57%,1288,93.93%,1200,102,Ampharos,Normal,0,
204,Beldum,,374,,275,56,1,12,2,33.3,12.0,12.0,,,,"2023-03-05 18:54","2023-03-05 18:54",2/20/2023,,,0,0,0,1300,90.62%,385,97.50%,265400,305,Metang,,0,73.82%,1073,96.64%,61400,185,Metagross,,0,77.31%,930,94.62%,38400,39,Beldum,,0,
205,Bayleef,,153,♂,998,114,9,10,15,75.6,25.5,25.5,,,,"2023-03-05 18:46","2023-03-05 18:46",2/2/2023,,,0,2,0,3600,91.94%,331,96.74%,318600,207,Bayleef,,2,86.50%,554,96.84%,306900,297,Meganium,,2,,,,,,,,,
206,Cyndaquil,,155,♂,204,49,12,5,14,68.9,8.0,8.0,,,,"2023-03-05 16:46","2023-03-05 16:46",2/4/2023,,,0,1,0,0,30.18%,2860,94.09%,249138,307,Quilava,,1,40.63%,2432,95.54%,62400,173,Typhlosion,Normal,2,48.18%,2123,92.49%,6722,37,Quilava,,1,
207,Joltik,,595,♀,211,52,11,11,4,57.8,8.0,8.0,,,,"2023-03-05 16:46","2023-03-05 16:46",2/24/2023,,,0,1,0,0,21.27%,3225,93.33%,83534,154,Galvantula,,1,87.74%,503,92.71%,402600,258,Galvantula,,2,85.71%,586,95.40%,961,52,Galvantula,,1,
208,Mareep,,179,♂,214,55,15,15,3,73.3,8.0,8.0,,,,"2023-03-05 16:46","2023-03-05 16:46",2/4/2023,,,0,1,0,0,38.61%,2515,93.76%,197600,237,Flaaffy,,2,29.89%,2872,95.46%,177138,319,Ampharos,Normal,1,14.60%,3498,89.12%,35050,54,Mareep,,1,
209,Spoink,,325,♀,264,60,1,15,7,51.1,8.0,8.0,,,,"2023-03-05 16:46","2023-02-19 16:10",2/19/2023,,,0,1,0,961,73.65%,1080,96.00%,75134,146,Grumpig,,1,94.07%,244,97.57%,402600,258,Grumpig,,2,77.02%,942,94.99%,18729,33,Spoink,,1,
210,Spoink,,325,♂,268,60,4,13,7,53.3,8.0,8.0,,,,"2023-03-05 16:46","2023-03-05 16:46",2/4/2023,,,0,1,0,800,84.64%,630,96.71%,75134,146,Grumpig,,1,96.85%,130,98.08%,389100,258,Grumpig,,2,85.37%,600,95.83%,18729,33,Spoink,,1,
211,Golett,,622,,398,77,5,13,8,57.8,13.0,13.0,,,,"2023-03-05 16:46","2023-03-05 16:46",11/23/2022,,,0,1,0,0,87.37%,518,97.03%,30364,89,Golurk,,1,87.11%,529,97.61%,87800,136,Golurk,,2,75.46%,1006,94.35%,12244,18,Golett,,1,
212,Cacnea,,331,♀,414,71,6,8,11,55.6,13.0,13.0,,,,"2023-03-05 16:46","2023-03-05 16:46",11/25/2022,,,0,1,0,1600,81.54%,757,96.35%,66368,126,Cacturne,,1,85.30%,603,95.77%,402600,258,Cacturne,,2,64.40%,1459,93.26%,9964,15,Cacnea,,1,
213,Charmeleon,,5,♂,1388,118,15,9,10,75.6,31.0,31.0,,,,"2023-03-05 16:46","2023-02-19 16:11",2/19/2023,,,0,0,3,6000,18.95%,3320,93.43%,60000,66,Charmeleon,,0,14.07%,3520,94.40%,12000,112,Charizard,Normal,0,,,,,,,,,
214,Eevee,,133,♀,407,81,7,5,12,53.3,15.0,15.0,,,,"2023-03-05 13:14","2023-03-05 13:14",3/3/2023,,,0,0,2,1900,88.77%,461,96.58%,14200,39,Flareon,,0,62.32%,1544,96.45%,112400,125,Flareon,,0,34.04%,2702,91.39%,12000,12,Eevee,,0,
215,Hariyama,,297,♂,1498,184,0,12,3,33.3,20.5,20.5,,,,"2023-03-04 15:53","2023-03-04 15:53",2/22/2023,,,0,0,0,0,98.93%,45,98.75%,0,0,Hariyama,,0,88.96%,453,97.68%,184500,192,Hariyama,,0,,,,,,,,,
216,Solrock,,338,,1355,131,11,6,3,44.4,22.0,22.0,,,,"2023-03-04 15:52","2023-03-04 15:52",11/24/2022,,,0,0,0,3000,10.62%,3661,92.37%,13000,12,Solrock,,0,40.90%,2421,92.49%,464000,238,Solrock,,0,,,,,,,,,
217,Gourgeist,Small,711,,1473,102,12,13,13,84.4,23.5,23.5,,,,"2023-03-04 15:51","2023-03-04 15:51",10/22/2022,,,0,0,3,3000,22.34%,3181,93.21%,0,0,Gourgeist,Small,0,97.90%,87,98.21%,454500,229,Gourgeist,Small,0,,,,,,,,,
218,Lunatone,,337,,1210,126,9,15,10,75.6,19.0,19.0,,,,"2023-03-02 14:10","2023-03-02 14:10",11/24/2022,,,0,0,3,2500,88.18%,485,96.63%,25500,23,Lunatone,,0,97.53%,102,98.26%,450000,252,Lunatone,,0,,,,,,,,,
219,Lumineon,,457,♀,1360,130,8,9,14,68.9,28.0,28.0,,,,"2023-03-02 14:10","2023-03-02 14:10",12/3/2022,,,0,0,3,4500,68.08%,1308,96.04%,35000,30,Lumineon,,0,83.52%,676,91.85%,419000,198,Lumineon,,0,,,,,,,,,
220,Lumineon,,457,♂,1011,108,15,10,11,80.0,20.0,20.0,,,,"2023-03-02 14:10","2023-03-02 14:10",12/3/2022,,,0,0,3,2500,20.81%,3244,93.41%,70000,62,Lumineon,,0,96.48%,145,95.41%,475000,248,Lumineon,,0,,,,,,,,,
221,Lunatone,,337,,508,81,14,9,11,75.6,8.0,8.0,,,,"2023-03-02 14:10","2023-03-02 14:10",11/24/2022,,,0,0,0,0,18.78%,3327,92.96%,55600,58,Lunatone,,0,78.07%,899,96.12%,455600,290,Lunatone,,0,,,,,,,,,
222,Ninetales,Alola,38,♀,1679,130,12,14,14,88.9,26.0,26.0,Charm,Blizzard,,"2023-02-22 17:21","2023-02-22 02:32",2/3/2023,30.44kg,1.33m,0,2,0,3600,,,,,,,,,97.31%,111,98.05%,340200,204,Ninetales,Alola,2,,,,,,,,,
223,Glaceon,,471,♂,2364,121,5,9,8,48.9,28.5,28.5,Ice Shard,Ice Beam,,"2023-02-22 17:21","2023-02-11 09:34",2/1/2023,19.44kg,0.72m,0,0,5,3000,,,,,,,,,79.83%,827,96.99%,14500,12,Glaceon,,0,,,,,,,,,
224,Piloswine,,221,♀,1927,172,14,14,15,95.6,29.0,29.0,Powder Snow,,,"2023-02-22 17:21","2023-02-02 15:07",12/7/2019,64.24kg,1.15m,1,0,0,2500,,,,,,,,,88.18%,485,97.16%,142500,190,Piloswine,,0,,,,,,,,,
225,Tauros,,128,♂,2112,138,6,15,8,64.4,30.0,30.0,Zen Headbutt,Horn Attack,,"2023-02-22 17:21","2023-02-01 19:00",2/1/2023,125.02kg,1.67m,0,0,0,5000,,,,,,,,,86.69%,546,97.83%,170000,182,Tauros,,0,,,,,,,,,
226,Gyarados,Normal,130,♂,2483,157,12,14,15,91.1,26.0,26.0,Waterfall,Hydro Pump,,"2023-02-22 17:20","2023-01-31 01:22",11/17/2022,210.76kg,6.53m,0,0,0,4000,,,,,,,,,76.80%,951,96.38%,0,0,Gyarados,Normal,0,,,,,,,,,
227,Gyarados,Normal,130,♀,2805,166,2,15,8,55.6,32.0,32.0,Dragon Breath,Hydro Pump,,"2023-02-22 17:20","2023-02-07 19:10",6/9/2018,173.67kg,6.17m,0,0,0,6000,,,,,,,,,,,,,,,,,,,,,,,,,
228,Togedemaru,,777,♀,997,96,13,4,13,66.7,17.0,17.0,,,,"2023-02-20 13:22","2023-02-20 13:22",12/3/2022,,,0,0,0,2200,40.73%,2428,94.55%,48800,43,Togedemaru,,0,75.85%,990,90.98%,488800,260,Togedemaru,,0,,,,,,,,,
229,Morelull,,755,♀,384,65,7,4,7,40.0,15.0,15.0,,,,"2023-02-20 13:21","2023-02-20 13:21",2/9/2023,,,0,0,0,0,45.18%,2246,94.85%,124400,162,Shiinotic,,0,32.92%,2748,85.76%,496400,318,Shiinotic,,0,57.83%,1728,92.94%,18900,18,Morelull,,0,
230,Morelull,,755,♂,549,80,10,7,15,71.1,20.0,20.0,,,,"2023-02-20 13:21","2023-02-20 13:21",2/9/2023,,,0,0,0,2500,50.21%,2040,95.12%,70000,112,Shiinotic,,0,87.18%,526,92.80%,475000,298,Shiinotic,,0,,,,,,,,,
231,Morelull,,755,♀,797,90,8,14,4,57.8,30.0,30.0,,,,"2023-02-20 13:21","2023-02-20 13:21",2/11/2023,,,0,0,0,5000,68.91%,1274,96.11%,10000,58,Shiinotic,,0,63.59%,1492,89.29%,400000,232,Shiinotic,,0,,,,,,,,,
232,Chespin,,650,♂,697,106,10,7,15,71.1,24.0,24.0,,,,"2023-02-20 13:19","2023-02-20 13:19",12/1/2022,,,0,0,0,3500,58.53%,1699,95.67%,106000,125,Quilladin,,0,56.48%,1783,96.28%,67000,183,Chesnaught,,0,,,,,,,,,
233,Chespin,,650,♂,670,104,5,10,12,60.0,24.0,24.0,,,,"2023-02-20 13:19","2023-02-20 13:19",1/24/2023,,,0,0,0,3500,84.54%,634,97.23%,137000,163,Quilladin,,0,76.17%,977,97.06%,85000,201,Chesnaught,,0,,,,,,,,,
234,Flabébé,,669,♀,502,79,4,8,10,48.9,19.0,19.0,,,,"2023-02-20 13:11","2023-02-20 13:11",2/9/2023,,,0,0,0,2500,80.10%,816,96.17%,394000,277,Floette,,0,87.20%,525,97.44%,70000,187,Florges,,0,,,,,,,,,
235,Flabébé,,669,♀,220,52,12,1,14,60.0,8.0,8.0,,,,"2023-02-20 13:11","2023-02-20 13:11",2/9/2023,,,0,0,0,800,27.55%,2968,93.11%,339600,315,Floette,,0,29.74%,2878,94.86%,94600,217,Florges,,0,37.12%,2576,91.76%,8200,35,Floette,,0,
236,Tentacool,,72,♀,468,72,8,15,12,77.8,17.0,17.0,Poison Sting,Bubble Beam,,"2023-02-20 12:52","2023-02-20 12:51",11/20/2022,31.38kg,0.81m,0,0,0,2200,69.87%,1235,95.98%,27800,75,Tentacruel,,0,84.22%,647,96.69%,376800,310,Tentacruel,,0,73.24%,1097,93.60%,4400,4,Tentacool,,0,
237,Tentacool,,72,♂,400,65,14,10,11,77.8,14.0,14.0,Bubble,Bubble Beam,,"2023-02-20 12:52","2023-02-20 12:51",11/13/2022,60.45kg,0.94m,0,0,0,1600,19.32%,3305,93.42%,35600,84,Tentacruel,,0,48.45%,2112,94.85%,349600,322,Tentacruel,,0,53.36%,1911,92.01%,13000,14,Tentacool,,0,
238,Pikachu,Normal,25,♂,310,57,1,8,5,31.1,14.0,14.0,,,,"2023-02-20 12:28","2023-02-20 12:28",12/4/2022,,,0,0,0,1600,88.38%,477,96.51%,71600,116,Raichu,Normal,0,18.29%,3347,84.30%,499600,322,Raichu,Normal,0,88.50%,472,95.17%,38600,37,Pikachu,Normal,0,
239,Azumarill,,184,♂,492,104,15,14,10,86.7,11.0,11.0,,,,"2023-02-19 19:01","2023-02-19 19:01",12/1/2022,,,0,0,0,0,26.89%,2995,93.04%,202000,206,Azumarill,,0,99.10%,38,97.42%,508000,284,Azumarill,,0,37.68%,2553,91.30%,0,0,Azumarill,,0,
240,Pikachu,Normal,25,♂,525,69,15,12,2,64.4,21.0,21.0,,,,"2023-02-19 16:24","2023-02-19 16:24",2/19/2023,,,0,0,0,3000,8.03%,3767,92.02%,26000,74,Raichu,Normal,0,71.45%,1170,90.59%,470000,294,Raichu,Normal,0,,,,,,,,,
241,Helioptile,,694,♀,379,72,11,12,14,82.2,15.0,15.0,,,,"2023-02-19 16:24","2023-02-19 16:24",2/18/2023,,,0,0,0,1900,69.82%,1237,95.73%,23900,72,Heliolisk,,0,60.24%,1629,96.34%,226400,288,Heliolisk,,0,64.37%,1460,93.76%,18900,18,Helioptile,,0,
242,Karrablast,,588,♂,530,76,11,14,1,57.8,17.0,17.0,,,,"2023-02-19 16:23","2023-02-16 08:27",2/16/2023,,,0,0,0,2200,23.57%,3131,93.34%,8800,208,Escavalier,,0,24.32%,3100,95.10%,136800,326,Escavalier,,0,,,,,,,,,
243,Frillish,,592,♀,861,106,13,1,10,53.3,26.0,26.0,,,,"2023-02-19 16:23","2023-02-16 07:14",2/12/2023,,,0,0,0,4000,61.47%,1579,86.57%,436000,214,Frillish,,0,60.10%,1635,95.25%,436000,264,Jellicent,,0,,,,,,,,,
244,Vaporeon,,134,♂,826,122,0,15,13,62.2,10.0,10.0,,,,"2023-02-19 16:23","2023-02-16 07:36",11/18/2022,,,0,0,2,1000,99.51%,21,98.91%,25600,30,Vaporeon,,0,100.00%,1,100%,115000,108,Vaporeon,,0,,,,,,,,,
245,Scatterbug,,664,♂,202,67,14,11,14,86.7,15.0,15.0,,,,"2023-02-19 16:23","2023-02-16 07:15",2/12/2023,,,0,0,0,1900,55.60%,1819,95.10%,86400,203,Vivillon,,0,97.24%,114,95.55%,496400,393,Vivillon,,0,94.77%,215,95.26%,397400,293,Spewpa,,0,
246,Pikachu,Normal,25,♀,170,43,15,2,13,66.7,7.0,7.0,,,,"2023-02-19 16:11","2023-02-19 16:11",2/19/2023,,,0,0,0,800,21.42%,3219,93.02%,71200,122,Raichu,Normal,0,78.12%,897,91.52%,515200,342,Raichu,Normal,0,84.30%,644,95.78%,2400,53,Raichu,Normal,0,
247,Pikachu,Normal,25,♀,398,65,12,8,11,68.9,16.0,16.0,,,,"2023-02-19 16:11","2023-02-19 16:11",2/19/2023,,,0,0,0,1900,31.72%,2797,93.57%,48600,94,Raichu,Normal,0,83.64%,671,92.41%,492600,314,Raichu,Normal,0,43.47%,2316,91.56%,17600,16,Pikachu,Normal,0,
248,Bulbasaur,,1,♂,936,104,11,6,10,60.0,34.0,34.0,,,,"2023-02-19 16:11","2023-02-19 16:11",2/19/2023,,,0,0,0,0,31.11%,2822,94.24%,30000,61,Ivysaur,,0,29.23%,2899,95.14%,55000,193,Venusaur,Normal,0,,,,,,,,,
249,Drilbur,,529,♀,406,74,14,5,14,73.3,11.0,11.0,,,,"2023-02-19 16:11","2023-02-19 16:11",2/19/2023,,,0,0,0,1300,79.51%,840,92.75%,508000,284,Drilbur,,0,31.72%,2797,94.86%,89000,136,Excadrill,,0,50.82%,2015,92.42%,6800,10,Drilbur,,0,
250,Chespin,,650,♂,293,68,10,9,15,75.6,10.0,10.0,,,,"2023-02-19 16:11","2023-02-19 16:11",2/19/2023,,,0,0,0,1000,66.32%,1380,96.10%,158000,177,Quilladin,,0,78.63%,876,97.20%,126000,243,Chesnaught,,0,69.77%,1239,94.33%,1000,26,Quilladin,,0,
251,Geodude,Normal,74,♀,600,72,11,13,12,80.0,17.0,17.0,,,,"2023-02-19 16:11","2023-02-19 16:11",2/19/2023,,,0,0,0,2200,49.26%,2079,94.89%,74300,91,Graveler,Normal,0,73.99%,1066,96.87%,98800,211,Golem,Normal,0,,,,,,,,,
252,Throh,,538,♂,1502,169,2,7,5,31.1,23.0,23.0,,,,"2023-02-19 16:11","2023-02-19 16:11",2/19/2023,,,0,0,0,3500,,,,,,,,,74.53%,1044,96.82%,372000,232,Throh,,0,,,,,,,,,
253,Charmander,,4,♂,391,66,6,8,7,46.7,16.0,16.0,,,,"2023-02-19 16:10","2023-02-19 16:10",2/19/2023,,,0,0,0,1900,70.06%,1227,96.09%,252600,289,Charmeleon,,0,35.68%,2635,95.36%,154600,271,Charizard,Normal,0,32.43%,2768,91.04%,17600,16,Charmander,,0,
254,Prinplup,,394,♂,1016,108,4,13,8,55.6,23.0,23.0,,,,"2023-02-19 16:10","2023-02-19 16:10",2/19/2023,,,0,0,0,3500,74.60%,1041,96.18%,161000,166,Prinplup,,0,81.66%,752,97.27%,113000,206,Empoleon,,0,,,,,,,,,
255,Throh,,538,♂,892,129,1,4,0,11.1,14.0,14.0,,,,"2023-02-19 16:10","2023-02-19 16:10",2/19/2023,,,0,0,0,1600,87.25%,523,97.22%,45100,43,Throh,,0,65.67%,1407,96.40%,469600,272,Throh,,0,,,,,,,,,
256,Castform,Sunny,351,♂,957,112,10,10,8,62.2,22.0,22.0,,,,"2023-02-19 16:10","2023-02-19 16:10",2/18/2023,,,0,0,0,3000,32.67%,2758,94.19%,185000,196,Castform,Sunny,0,77.97%,903,90.03%,464000,238,Castform,Sunny,0,,,,,,,,,
257,Ponyta,Normal,77,♂,1393,106,11,11,8,66.7,31.0,31.0,,,,"2023-02-19 16:10","2023-02-19 16:10",2/18/2023,,,0,0,3,4500,40.27%,2447,94.40%,60000,66,Ponyta,Normal,0,50.45%,2030,95.64%,252000,224,Rapidash,Normal,0,,,,,,,,,
258,Lillipup,,506,♀,11,13,7,6,14,60.0,1.0,1.0,,,,"2023-02-19 16:09","2023-02-19 16:09",2/17/2023,,,0,0,0,200,71.99%,1148,96.18%,323000,329,Herdier,,0,64.86%,1440,96.50%,190000,321,Stoutland,,0,81.47%,760,95.32%,14600,49,Herdier,,0,
259,Ducklett,,580,♀,628,117,13,11,11,77.8,27.0,27.0,,,,"2023-02-19 16:09","2023-02-19 16:09",2/17/2023,,,0,0,0,4500,94.77%,215,92.49%,428000,206,Ducklett,,0,93.65%,261,94.53%,428000,256,Swanna,,0,,,,,,,,,
260,Tympole,,535,♀,606,104,6,14,11,68.9,28.0,28.0,,,,"2023-02-19 16:09","2023-02-19 16:09",2/17/2023,,,0,0,0,4500,87.20%,525,95.82%,419000,223,Palpitoad,,0,80.81%,787,97.44%,211000,323,Seismitoad,,0,,,,,,,,,
261,Togedemaru,,777,♂,82,27,0,3,3,13.3,2.0,2.0,,,,"2023-02-19 16:09","2023-02-19 16:09",2/17/2023,,,0,0,0,200,65.91%,1397,95.70%,100600,104,Togedemaru,,0,2.17%,4007,79.98%,519600,302,Togedemaru,,0,23.71%,3125,89.92%,7600,14,Togedemaru,,0,
262,Makuhita,,296,♀,363,102,9,12,11,71.1,17.0,17.0,,,,"2023-02-19 16:09","2023-02-19 16:09",2/17/2023,,,0,0,0,2200,40.22%,2449,94.43%,8800,58,Hariyama,,0,70.45%,1211,96.65%,143800,184,Hariyama,,0,53.16%,1919,92.00%,30800,28,Makuhita,,0,
263,Oddish,,43,♀,738,90,5,12,13,66.7,23.0,23.0,,,,"2023-02-19 16:09","2023-02-19 16:09",2/17/2023,,,0,0,0,3500,94.73%,217,98.04%,161000,191,Gloom,,0,81.27%,768,97.05%,261000,357,Vileplume,,0,,,,,,,,,
264,Bulbasaur,,1,♂,891,104,7,13,15,77.8,30.0,30.0,Tackle,Seed Bomb,,"2023-02-19 16:09","2023-02-17 00:15",2/16/2023,3.72kg,0.54m,0,0,0,5000,82.98%,698,97.03%,62000,89,Ivysaur,,0,88.57%,469,97.81%,94000,229,Venusaur,Normal,0,,,,,,,,,
265,Marill,,183,♂,281,121,8,9,6,51.1,26.0,26.0,,,,"2023-02-19 16:09","2023-02-19 16:09",2/16/2023,,,0,0,0,4000,59.07%,1677,95.05%,250000,239,Azumarill,,0,57.44%,1744,87.92%,436000,239,Azumarill,,0,55.46%,1825,81.19%,436000,214,Marill,,0,
